"Gene"	"TCGA_TCGA-D9-A148"	"TCGA_TCGA-DA-A3F2"	"TCGA_TCGA-EE-A2GS"	"TCGA_TCGA-EE-A3JI"	"TCGA_TCGA-ER-A2NF"	"TCGA_TCGA-ER-A2NG"	"TCGA_TCGA-FR-A3YN"	"TCGA_TCGA-FR-A3YO"	"TCGA_TCGA-FR-A69P"	"TCGA_TCGA-FR-A7U9"	"TCGA_TCGA-FR-A8YD"	"TCGA_TCGA-GN-A4U4"	"TCGA_TCGA-GN-A4U9"	"TCGA_TCGA-GN-A8LK"	"TCGA_TCGA-GN-A8LN"	"TCGA_TCGA-QB-AA9O"	"TCGA_TCGA-WE-A8K5"	"TCGA_TCGA-WE-AAA0"	"TCGA_TCGA-WE-AAA4"
"SNRPE"	670.2985	306.2249	1789.6142	599.5012	964.9849	843.6226	992.1443	914.2857	1845.1957	706.168	2869.4625	2163.8628	6618.1057	1143.2706	1142.7354	582.3412	1495.338	870.4394	960.7735
"SNRPF"	395.8143	519.0763	978.3383	240.8978	487.1988	700.0582	368.3445	1200	634.3416	1881.0102	871.2345	700.7364	2485.4003	2259.0449	593.9497	1614.1671	1272.3388	722.073	830.9392
"SNRPG"	536.4661	373.494	694.362	442.8928	490.9639	542.2248	575.5019	1540.3509	536.4769	1381.253	721.7956	849.0572	1548.9273	1033.7675	568.8112	1278.4458	933.1779	593.119	682.3204
"SNRPN"	3753.5722	2739.9598	3308.7715	1696.3217	1790.7041	1709.5457	1333.1597	4056.2155	1422.4288	342.7295	2476.0957	1741.6453	1810.7253	35.9768	884.1968	3158.4772	2249.6542	1461.2878	1911.9061
"SNTA1"	2069.9977	710.8434	162.0178	537.6559	2413.0271	669.1904	805.3535	1580.9524	264.2349	392.9092	1049.0254	547.4833	474.7253	2274.4814	461.0141	1176.6157	899.7669	750.4983	1319.337
"SNTB1"	673.9924	411.6466	3720.7715	1005.4863	84.7139	597.2627	498.6907	125.8145	524.911	832.9286	656.8222	2307.9559	77.0277	45.3449	2070.7286	581.5457	1116.9386	153.5662	222.0994
"SNTB2"	366.8314	408.6345	634.4214	1633.9152	677.3343	913.2207	1456.7937	145.3634	1033.363	955.8038	378.6178	1297.1903	687.8074	657.0188	1200.2556	570.408	826.7288	634.0237	587.2928
"SNUPN"	524.2479	344.3775	743.9169	613.7157	381.4006	461.2697	428.2805	611.5288	928.3808	503.6425	752.5103	469.2714	338.6709	794.5007	602.0452	267.3042	624.7086	412.8607	544.7514
"SNURF"	109.896	0	146.4214	99.995	10.192	47.5888	61.414	136.7669	36.6459	11.3259	14.749	8.6104	29.7227	3.097	70.6391	0	95.0855	53.9215	69.3094
"SNW1"	1589.7924	986.9478	1869.7329	1196.2594	1554.2169	1851.1939	1405.8772	685.213	2195.2847	1764.9344	925.5759	1430.0096	1817.6871	1179.4501	1287.6012	2053.3097	2027.5835	1658.0293	1212.7072
"SNX1"	2652.2113	2386.5462	4092.8783	5174.813	2382.9066	2871.2871	3673.8435	1788.9724	3818.5053	1695.4832	2564.6781	3020.6707	2210.7797	4095.9961	5723.0507	1929.2042	3952.603	2894.8782	2432.0442
"SNX10"	1717.3736	284.1365	893.7685	2900.9975	251.1295	2077.1695	2070.9921	290.2256	1524.0214	387.0811	297.1057	2062.0464	885.8189	712.494	1133.3617	1813.0541	2258.7413	2630.7306	543.6464
"SNX11"	851.8673	1011.0442	435.3116	590.0249	529.3675	660.7455	1119.2901	831.5789	339.4128	525.4978	720.6143	407.6179	446.6771	641.0999	393.6941	508.3552	492.6185	954.3288	1078.453
"SNX12"	432.469	287.1486	232.0475	339.9002	419.0512	187.8276	471.0503	668.6717	215.3025	259.3492	683.4022	445.6669	153.2182	343.4636	321.2612	168.6562	291.3753	311.9854	570.1657
"SNX13"	681.096	98.3936	713.0564	725.187	561.3705	581.8288	1300.2619	92.7318	1090.3025	525.4978	379.7992	836.3742	1548.9273	316.4496	818.4917	340.4946	975.5245	582.0262	136.4641
"SNX14"	701.2703	240.9639	763.7982	1316.2095	367.4699	1063.4828	1013.0928	156.391	754.0036	812.5304	157.1175	653.1751	492.7263	586.5895	1061.781	603.821	907.9254	1045.4979	241.4365
"SNX15"	527.0893	932.7309	220.4748	540.1496	1070.7831	258.8818	228.6878	381.4536	126.3345	515.7844	592.4395	318.8368	285.0863	743.8495	367.2774	715.1978	295.6488	551.1743	550.8287
"SNX16"	92.6313	18.0723	95.8457	152.3691	94.1265	112.9878	119.581	22.5564	114.7687	153.9582	33.0774	95.8272	102.1455	110.9503	185.343	191.7271	124.7086	167.7788	28.7293
"SNX17"	5282.2592	6578.3133	4107.7151	3006.7332	2855.4217	2902.7373	3853.3605	7473.6842	2610.3203	4138.4167	6366.8045	3084.7903	1617.1638	3937.289	2999.1478	2979.3277	4147.2416	3460.9585	7400.5525
"SNX18"	1502.2756	582.3293	1508.9021	1842.1446	786.5211	1113.8614	1103.8697	177.4436	2632.1174	1493.4434	846.4265	1800.2831	1024.3851	371.4424	503.1956	567.2258	1179.0987	486.004	402.7624
"SNX19"	1751.471	1153.6145	2085.1632	1469.3267	1174.6988	1444.3797	1514.4021	2451.6291	1693.5053	1270.5197	1272.2977	1403.2343	905.0759	556.6811	1889.6464	687.3536	1035.742	767.1375	1243.6464
"SNX2"	1449.4246	500	1218.1009	1488.7781	1573.4187	2052.1258	1629.9098	177.4436	1036.4769	1389.0238	805.6704	1392.3129	1726.8446	580.3184	900.2983	1106.6074	1643.3566	2135.7137	433.1492
"SNX20"	37.4731	503.012	23.8042	21.197	30.6514	180.2563	50.3171	13.5338	9.3416	98.1059	27.466	14.7229	30.2752	0.4824	24.5718	39.6263	47.735	42.638	237.5691
"SNX21"	659.0577	766.6566	323.0475	541.1496	319.887	626.7647	431.6177	1022.0602	356.2767	1316.7508	513.1069	292.5971	558.0869	702.9378	664.5761	590.8377	725.8081	236.9287	912.6796
"SNX22"	59.5568	319.2369	198.3887	64.7157	92.0181	70.6144	68.0099	455.8246	105	323.6571	157.5842	66.762	153.5699	265.5958	2168.7985	340.7969	141.7599	230.0997	262.0221
"SNX24"	209.6992	276.1044	32.9377	13.9651	145.7078	385.265	196.9741	98.7469	38.7011	213.696	128.7655	16.2061	245.3166	120.1158	73.7111	226.7312	353.1469	533.4951	197.2376
"SNX25"	260.5611	74.2972	326.1128	945.3865	517.6958	421.0833	766.657	151.8797	230.8719	306.9451	112.2268	590.1124	270.4343	458.7554	490.8394	97.0569	369.0754	440.2461	93.3702
"SNX27"	1619.6617	911.1847	1261.454	1501.2818	868.3057	1013.1887	3180.1047	616.8822	1144.4751	1001.0248	1344.5245	1239.775	1366.0576	2153.1163	991.2569	1013.2419	844.9145	1286.5829	1198.2099
"SNX29"	893.3525	2035.1406	590.5045	283.0424	761.2952	1135.1194	490.5441	620.0501	598.7544	287.0325	414.0579	429.4609	524.9608	722.6242	491.2654	249.8021	388.1119	524.1355	809.9448
"SNX3"	2943.1759	2835.3414	2801.7804	3331.9202	2619.7289	2218.9866	3009.8923	3055.1378	1604.9822	4305.9738	1245.7177	1858.0612	851.0727	5333.3333	3222.4116	2084.3361	3477.0785	3136.4936	2466.2983
"SNX30"	1157.3234	354.4177	505.9347	1312.9676	2299.3223	2441.7589	2741.3442	413.5338	1719.306	241.865	1156.5269	1712.5589	618.315	803.1838	747.7631	955.4533	1359.3629	1451.4256	239.779
"SNX32"	7.9561	7.0281	157.8635	17.7057	1.8825	0.5824	8.1466	15.0376	127.2242	12.1418	5.9067	23.6045	16.3265	1.9296	56.6681	11.9332	142.1911	44.3713	24.3094
"SNX33"	1517.9036	1642.5703	962.0178	843.3915	624.6235	1620.5591	966.2496	2383.9599	1280.2491	930.5488	2073.8334	944.8844	351.6484	1312.1081	875.5859	645.9851	800.3108	745.2986	1967.9558
"SNX4"	455.4847	200.8032	796.4392	987.7805	383.2831	749.5632	606.0518	210.0251	1165.0356	525.4978	226.2256	873.7186	532.0774	424.0232	841.0737	463.8045	792.9293	757.4313	224.8619
"SNX5"	1586.6668	1674.6988	1660.2374	1964.8379	1576.4307	1122.8888	1243.8173	738.8471	4339.8577	1919.864	1455.9953	1659.3607	3312.6112	1558.1283	860.6732	1081.9454	1669.7747	1112.4014	1097.7901
"SNX6"	907.5598	483.9357	1364.6884	1561.3466	1184.488	1232.6733	1235.9616	123.8095	2483.9858	1544.9247	469.5806	1716.082	1219.8849	626.6281	856.8385	1140.0204	1391.6084	1520.7557	591.7127
"SNX7"	756.3945	135.5422	370.3264	2.9925	221.009	153.1741	987.1981	104.7619	281.5836	1047.1102	18.9014	480.8975	18.8383	120.1158	688.9646	242.6422	542.735	923.4769	243.0939
"SNX8"	3591.027	1628.5141	543.6202	1821.197	3910.3916	1706.756	1339.8312	2964.9123	1297.153	773.1909	4578.2634	2432.6721	397.2789	4831.645	651.896	1874.3114	1454.157	2109.3682	2423.2044
"SNX9"	4555.9841	1478.9157	773.8872	2483.2918	933.3584	2200.3494	5142.8571	835.589	2270.4626	1143.2734	390.4312	1995.1082	747.2527	3872.6483	959.9489	3755.7826	1893.9394	4024.2655	795.0276
"SOAT1"	1035.1409	1032.1285	796.7359	384.2893	553.0873	4932.1491	1514.984	2655.6391	1431.9395	826.1292	505.6113	1366.2422	767.7656	2465.5089	625.0533	299.1261	503.885	942.5427	1175.6906
"SOBP"	178.7273	205.8233	213.6499	484.5387	432.2289	303.7274	18.9118	223.0576	48.4875	64.1088	44.8907	56.3689	77.865	5.7887	57.9463	45.3462	38.85	178.1784	201.105
"SOCS3"	938.2474	1908.6345	476.5579	187.2818	111.0693	2196.855	1298.2252	4865.6642	2289.5907	1966.9743	343.7685	361.8181	821.7687	329.9566	1567.533	412.8895	330.6138	1342.924	4204.4199
"SOCS4"	391.5521	71.2851	364.3917	545.3865	382.9066	439.7204	342.7408	49.6241	1007.1174	434.1914	203.7803	417.8348	757.7185	327.5446	373.6685	723.1532	387.3349	617.7312	113.8122
"SOCS5"	440.7092	161.6466	428.1899	834.6633	308.7349	333.7216	727.9604	63.6591	582.7402	344.3419	144.7135	496.0467	523.2862	220.9358	738.8155	280.8285	323.2323	541.1214	161.326
"SOCS6"	724.5702	312.249	805.0445	1087.2818	2493.5994	786.5463	1263.311	233.584	1245.1068	482.2729	638.5115	1331.3639	358.3464	465.9913	643.8006	663.4871	2457.6535	755.6981	1490.0552
"SOCS7"	269.3696	39.1566	50.7418	120.6983	83.2078	24.7525	164.9695	26.0652	117.8826	38.8538	109.8641	112.7379	43.956	68.4998	64.3375	8.751	43.512	42.638	69.0608
"SOD1"	3673.9974	2276.1044	3220.178	2300.2494	9115.5873	4051.5434	5045.0975	6856.6416	1808.274	4550.2671	2666.2729	1245.049	2433.9089	8036.6618	2456.7533	5011.1576	4754.4678	4974.0879	4260.221
"SOD2"	3243.5174	4497.992	1673.8872	2329.9252	1317.3946	6890.2155	2596.1594	1652.1303	1319.395	3160.7576	584.7608	846.591	1548.5086	2546.0685	3059.2245	4288.7999	2252.5253	1740.8788	10990.6077
"SOD3"	128.7178	1373.494	2164.3917	4128.9277	1162.2741	51.5434	20.0756	132.3308	362.9893	358.4264	215.5936	46.1521	33.0717	25.5668	236.4721	1490.0616	77.7001	140.0468	364.0884
"SON"	4567.3499	3043.1727	7020.7715	6520.9476	5583.9608	6846.8259	8562.991	2400	8108.9858	3275.3764	3643.2369	6760.75	3059.3407	2789.6768	3781.8492	1793.961	4061.3831	4480.8042	2765.7459
"SORBS1"	3857.5552	73.2932	359.0504	1036.409	8676.9578	390.7979	1759.3832	586.9674	749.5552	93.2492	821.0278	1600.5256	302.6688	1029.426	2137.6225	3092.2955	754.0793	6721.2063	260.221
"SORBS2"	21.8792	37.1486	148.0712	1487.0324	1271.8373	12.2306	191.1551	120.3008	85.8541	370.5682	1749.557	94.418	23.8619	14.4718	978.6962	97.0569	424.6309	390.6751	43.6464
"SORBS3"	1862.8559	10687.751	1393.1751	2345.8853	1595.256	1209.3768	1009.8923	4884.2105	1211.7438	2693.0549	3893.0892	1764.3479	1730.1936	3959.9614	3486.5786	1829.7607	614.9961	761.2445	5750.2762
"SORCS1"	89.7899	0	284.273	464.3392	1.8825	174.4321	366.5988	256.6416	267.3488	0.9713	1219.1376	418.8917	832.6531	17.8485	2277.8014	492.4443	70.3186	16.6392	45.3039
"SORCS2"	6.5353	774.0964	389.911	12.9676	65.512	4.0769	3.7824	8.5213	135.2313	125.7892	327.2298	10.9215	16.7452	4.8239	13.6344	6.3644	72.2611	14.2127	19.8895
"SORD"	467.703	206.8273	284.8665	785.2868	1402.1084	865.7542	620.0175	936.3409	918.1495	703.254	294.7431	197.2913	517.8441	454.4139	250.9587	237.8689	388.8889	775.8038	1009.9448
"SORL1"	3369.962	1220.8835	5305.9347	87.7805	118.5994	867.5015	2694.501	39.0977	349.1993	337.0568	1068.5174	178.2668	671.0623	8.6831	3106.519	93.8747	168.2207	218.0432	373.4807
"SORT1"	13843.2698	1682.7309	6354.5994	10108.4788	14948.7952	3309.2603	24917.3698	9393.4837	16616.1032	2571.151	9753.6917	12007.6415	1597.0696	3490.5933	7538.1338	8337.3442	6728.4382	20123.4076	8917.1271
"SOS1"	1247.6816	560.241	1050.4451	1648.1297	8878.3886	1131.0425	1664.533	137.8446	1198.8434	635.2598	405.1979	1080.5222	1501.6222	681.6208	1132.0835	834.53	1501.554	1296.1262	389.5028
"SOS2"	1112.7126	285.1406	806.2315	2765.8354	893.0723	1418.7536	1286.5871	148.8722	1307.8292	424.9636	412.2859	1168.9509	668.5505	602.9908	737.1112	509.1508	841.8803	1071.8433	339.2265
"SOX10"	16525.8846	148.5944	16124.9258	12990.2743	15561.747	12651.1357	17221.414	33940.8521	13199.2883	5.3424	33632.0142	13926.6517	6.6981	21219.0063	16975.2876	13881.519	17067.2106	12962.3018	24140.884
"SOX12"	1037.4141	860.4418	1069.1395	1232.1696	432.6054	1001.1648	1121.6177	1511.2782	2559.6085	864.983	2093.3255	511.5481	5444.27	2181.862	3316.5744	825.7789	1162.3932	1869.4861	1723.2044
"SOX13"	2056.9271	690.7631	2007.1217	1578.5536	879.5181	6578.3343	10418.3881	2075.6892	549.3772	145.7018	2657.4129	6273.5109	454.6311	1645.9238	785.2578	1303.1078	1924.6309	6892.105	3698.895
"SOX17"	28.9828	174.6988	13.6499	10.2244	13.1777	8.1538	11.3471	80.7018	96.5302	71.3939	8.86	9.8646	20.0942	19.7781	8.9476	10.3421	33.7995	15.9459	44.7514
"SOX18"	124.7397	750	72.4036	45.8853	43.6747	128.1305	24.149	356.391	81.8505	172.8995	161.8429	38.4013	144.0084	190.5451	60.0767	93.0791	214.4522	61.7038	504.4199
"SOX4"	1552.5693	1137.5502	4907.4184	1870.8229	1306.4759	518.9284	471.6322	293.7343	3779.8043	746.4789	1884.8198	1406.7574	12273.7834	698.987	4030.6775	1499.6082	3817.0163	1049.6577	612.7072
"SOX5"	292.6696	5.0201	966.7656	197.0075	99.0211	202.3879	282.2229	82.7068	1020.0178	8.2564	154.1642	435.4501	22.1873	87.3131	680.017	23.0709	223.7762	72.1033	94.4751
"SOX6"	1385.2078	3.012	1603.8576	3313.4663	5172.4398	402.4461	584.5214	208.0201	557.8292	2.914	1727.1116	2738.826	16.7452	684.5152	99.7017	607.0032	277.0008	126.1808	93.9227
"SOX8"	824.3052	4.0161	464.095	347.1322	1267.6958	11.6482	54.4079	3.0075	4749.1103	46.6246	2138.2162	395.2872	114.7043	119.6334	176.3954	4294.3687	2225.7187	98.1021	334.8066
"SOX9"	232.1466	22.0884	159.3472	63.0923	399.4729	13.1043	63.1365	19.0476	36.9217	1639.1452	1038.9841	1163.6663	2523.9142	197.2986	202.386	220.3668	1463.481	510.2695	230.3867
"SP1"	2385.1148	1888.5542	2758.1602	2764.3392	2717.6205	2366.3366	2397.7306	1243.1078	2512.9004	1261.7776	1907.2652	3095.3595	2117.8441	1174.1438	2281.2101	1857.6048	2649.9611	2171.7653	1530.9392
"SP100"	691.0411	1021.0843	2583.6795	3020.6983	2156.25	2043.0984	2016.5842	354.386	672.5979	2078.1933	329.0018	1370.1176	246.9911	589.0014	1415.4239	1518.7013	793.7063	2163.4457	737.5691
"SP110"	366.5473	617.4699	2037.3887	1277.3067	417.9217	1124.3448	1001.7457	308.7719	370.9964	589.1209	79.1494	249.7849	518.6813	375.3015	318.2787	570.408	219.5027	860.3865	818.7845
"SP140"	44.0425	673.6948	67.9525	45.3865	105.0527	236.1677	93.3954	20.0501	7.5623	133.0743	20.0827	47.9136	30.9785	2.9378	115.5986	110.5812	36.9075	167.4322	308.2873
"SP140L"	232.7149	540.1606	604.451	378.5536	59.1039	766.4531	618.5627	433.584	32.0285	507.5279	41.9374	510.4912	277.9696	58.3261	942.3477	168.6562	83.9161	635.0637	498.895
"SP2"	1176.9294	1211.8474	731.1573	951.1222	885.9187	799.6506	1054.6989	1233.0827	734.4306	596.406	1202.0083	1016.0502	645.1073	620.357	582.0196	465.3956	731.9347	868.0128	1186.7403
"SP3"	905.5707	385.5422	1816.0237	2034.9127	1420.5572	1360.8037	2010.4743	193.4837	2500	1260.3205	453.6326	1797.1123	2146.3108	608.7795	1674.4781	810.6635	1319.3473	1117.9478	376.2431
"SP4"	206.8577	43.1727	157.8635	162.5935	170.9337	168.608	263.0201	10.5263	286.032	102.4769	112.8175	107.4533	542.5432	67.0526	169.1521	65.2349	166.2782	131.3805	26.5193
"SPA17"	46.884	1.004	40.9496	29.4264	20.7078	52.9994	45.9703	67.6692	29.8043	312.2875	61.4294	55.312	172.4751	96.4785	52.4073	45.3462	15.9285	64.1303	42.5414
"SPAG1"	109.9642	27.1084	75.3709	43.6409	16.9428	229.47	145.1848	62.6566	31.1388	161.2433	21.264	57.0736	109.2622	103.232	67.32	198.0915	19.425	217.6965	55.2486
"SPAG16"	220.4967	55.2209	220.4748	4.2394	174.6988	178.8002	389.5839	82.7068	218.4164	182.6129	24.2174	8.8076	112.6112	70.9117	203.6643	250.5977	14.763	238.1489	103.3149
"SPAG17"	3.1256	0	25.2226	0.2494	0	1.7472	5.819	0.5013	0.8897	3.3997	18.3107	0.3523	268.3412	0	15.3387	0.7955	0	3.4665	0.5525
"SPAG4"	37.5072	400.6024	56.3798	28.4289	36.5211	19.5108	10.1833	117.2932	151.2456	95.6775	14.176	1.4092	132.7054	7.2359	60.5028	128.8788	10.101	53.3842	119.8895
"SPAG5"	783.6724	434.739	1236.4985	776.4314	182.6054	1048.6313	597.6142	870.6767	1105.427	2241.865	1095.6881	667.2673	2499.2151	1100.3377	561.6447	1159.9091	1774.2813	651.3563	1053.5912
"SPAG7"	374.7875	1277.1084	1361.4243	869.5761	1249.6235	624.9272	842.0134	1033.0827	1051.1566	995.1433	1059.0667	1320.0902	559.707	1649.3005	567.9591	1449.4887	1709.4017	637.1436	1673.4807
"SPAG8"	38.9279	22.0884	13.6499	9.9751	7.9066	3.4945	3.7824	14.0351	4.4484	20.8839	50.2067	15.5015	3.7677	9.1655	34.0861	4.7733	5.8275	3.8132	5.5249
"SPAG9"	3885.9697	756.0241	2219.2878	5096.01	3086.5964	4988.9342	5159.1504	588.9724	2520.9075	1595.9203	1913.1719	3177.7991	1572.3705	2117.2214	1991.4785	1333.3386	2418.8034	3317.4452	1013.8122
"SPARC"	27849.923	162684.739	35801.4837	9615.4613	6718.75	35382.6441	32414.0239	50788.9724	33205.0712	73433.7057	40147.6669	51373.2443	16046.0492	20033.2851	23284.1926	9751.0332	35379.1764	35262.3278	46550.2762
"SPARCL1"	581.9294	1939.759	2348.6647	751.8703	1012.0482	1400.4077	438.1728	472.1805	2217.9715	2090.3351	533.9634	772.9591	429.932	544.1389	1962.5053	140.812	931.6239	549.0944	349.7238
"SPAST"	456.9055	126.506	505.0445	708.7282	500.753	343.9138	587.4309	52.6316	734.8754	323.458	80.9214	382.2519	1084.2491	150.5065	388.1551	300.7172	395.4934	556.7207	88.3978
"SPATA12"	17.9011	46.1847	1.1869	3.4913	0	11.6482	9.8923	24.0602	2.669	7.2851	4.1347	0.3523	2.5118	21.2253	1.2782	11.9332	4.662	28.772	7.7348
"SPATA13"	170.1405	152.6104	172.1068	726.1845	94.8795	612.6849	267.9662	68.1704	808.2429	73.3366	82.9002	191.6544	74.0764	23.6372	200.2429	45.3462	210.1787	442.6553	129.221
"SPATA17"	7.9561	1.004	15.727	3.2419	3.3886	1.456	19.4937	1.5038	11.5658	2.4284	4.1347	4.2277	113.8671	11.5774	22.1559	0.7955	2.7195	18.7191	3.3149
"SPATA18"	467.9871	51.2048	133.8279	4.2394	14.6837	8.7362	1185.918	5.0125	64.0569	11.6561	105.7295	2.8184	59.4453	16.8837	86.0673	3.1822	17.871	8.6663	7.7348
"SPATA2"	1916.8435	557.2289	457.27	318.7032	560.6175	1413.2207	2033.1685	806.015	1987.5445	634.7742	640.8742	239.2157	1019.7802	1332.8509	558.1594	973.7509	293.3178	502.6432	863.5359
"SPATA20"	3198.9066	3741.9679	1009.1988	1312.4688	3557.6054	2419.0448	3773.0579	1562.9073	707.7402	1054.881	2971.648	2043.7264	506.763	1718.7651	1395.3984	1174.229	3874.1259	715.14	5688.3978
"SPATA24"	54.2717	25.1004	54.0059	10.9726	29.3675	14.5603	20.0756	35.589	17.7936	113.6474	48.4347	11.2738	43.5374	29.426	21.7299	62.0528	12.0435	48.1844	28.1768
"SPATA2L"	171.0554	468.8755	260.5341	218.7032	231.1747	248.9808	147.8033	267.6692	353.6477	212.239	581.2168	222.305	180.0105	336.7101	469.1095	605.4121	287.4903	459.3119	584.5304
"SPATA5"	146.0506	41.1647	381.6024	869.3267	287.6506	219.569	382.6011	54.1353	358.5409	266.1486	122.2682	391.4118	555.102	137.9643	547.9335	217.1846	375.2914	291.5331	70.7182
"SPATA5L1"	116.4995	67.2691	183.6795	246.6334	137.4247	152.8829	129.4734	143.8596	382.5623	350.17	92.1441	233.2265	286.3422	98.8905	184.9169	201.2737	293.7063	169.8587	102.7624
"SPATA6"	215.9503	10.0402	318.6944	286.0349	44.8042	71.9278	331.1027	22.5564	101.8683	122.8752	168.3402	166.6407	126.426	78.1476	256.9237	14.3199	78.4771	93.9423	24.3094
"SPATA7"	205.437	105.4217	135.6083	72.3192	140.4367	79.4991	125.982	19.5489	104.9822	149.1015	70.2894	123.6594	295.9707	52.0984	65.6157	120.9233	115.7731	148.3664	35.9116
"SPATA9"	9.0983	0	10.089	28.1796	6.7771	2.0384	5.819	0.5013	6.2278	13.1132	15.3869	14.4762	6.6981	0	15.7989	5.5688	23.31	6.9434	3.3149
"SPATS2"	1592.918	361.4458	1067.3591	500.4988	758.6596	1259.173	979.9244	406.5163	1066.726	490.0437	598.3461	2034.9188	1311.9833	353.1114	729.8679	1012.7327	1285.5478	959.5286	403.3149
"SPATS2L"	1584.9619	2269.0763	2483.0861	2840.1496	2239.4578	1860.8037	1691.3006	1182.4561	1705.9609	4676.542	974.0106	2129.6891	359.1837	1325.1327	1596.9323	1746.2281	2128.2051	1789.7565	987.2928
"SPC24"	26.9938	20.0803	60.8309	52.1197	15.4367	45.7193	16.5842	29.0727	48.4875	268.0913	153.5735	45.0952	84.9817	41.9682	56.242	16.7065	149.9611	54.7708	50.8287
"SPC25"	51.1461	33.1325	232.0475	113.9651	41.0392	199.767	46.8432	92.2306	202.847	372.0253	119.9055	96.5318	471.7949	168.355	71.1547	298.3305	369.8524	137.6202	80.663
"SPCS1"	3272.7332	2602.3494	2888.9852	1266.3342	2285.7681	1587.3355	2580.9165	4250.6266	2565.7607	2176.0321	5014.5954	2558.0754	1809.2224	2535.8611	4320.5709	3688.1213	2360.8508	2219.1767	1775.6354
"SPCS2"	728.5483	959.8394	787.2404	700	1010.1657	264.4147	389.002	1615.0376	386.5658	972.3167	631.4235	489.3529	529.5657	971.0564	700.0426	649.9628	481.352	819.8284	719.8895
"SPCS3"	1061.2823	1876.506	3451.9288	1750.6234	3100.9036	2237.915	2880.419	1187.9699	2790.0356	4105.391	769.049	1420.8496	2516.7975	789.1944	2098.8496	1701.6774	1526.418	2077.823	1067.4033
"SPDYA"	1.3184	5.0201	4.1365	9.7431	3.1363	0.9406	6.8577	0.5764	9.1148	7.5474	2.6994	8.7196	29.9571	2.8461	15.85	20.2308	14.7009	12.2229	0.6796
"SPDYE1"	3.1256	1.0542	6.3501	10.9726	1.1295	2.6209	17.3523	3.5088	4.8932	4.3711	7.088	9.16	22.1873	4.6985	11.504	3.1822	11.655	4.7595	1.105
"SPDYE3"	180.4123	41.8474	59	100.9776	74.1152	45.961	221.3384	71.3835	96.8639	48.8878	258.3993	46.6347	84.9189	81.0082	115.6242	83.2302	84.8524	41.7714	87.989
"SPDYE6"	16.1963	9.0361	17.5074	29.1771	9.0361	8.445	51.7894	7.5188	18.2384	14.5702	34.2587	29.5937	60.2826	18.8133	46.0162	9.5466	29.9145	12.1328	13.2597
"SPEF2"	172.7603	4.0161	237.9822	0.7481	74.5482	5.5329	94.5592	6.5163	12.4555	108.7907	8.2693	4.2277	42.2815	10.6126	18.7473	3.1822	12.432	21.1457	4.9724
"SPEG"	21.8792	96.3855	30.8605	108.2294	4.1416	9.3186	3.4914	15.0376	9.7865	255.4638	89.7815	29.2414	852.7473	95.5137	23.0081	44.5507	35.3535	4.8531	19.8895
"SPEN"	1380.0932	1962.8514	2511.8694	3021.6958	1632.9066	3199.767	2904.277	1455.1378	1777.1352	1103.9339	2083.8748	2037.3849	1883.8305	1714.4235	1117.5969	803.5036	1178.3217	1792.183	1742.5414
"SPG11"	1206.7646	637.5502	1696.7359	2296.7581	1523.3434	1850.3203	1818.7373	602.5063	2048.4875	825.6435	487.8913	1934.1593	992.5693	387.8437	1143.5876	618.9364	999.223	1160.5858	780.1105
"SPG20"	858.1185	356.4257	1928.1899	2136.6584	1837.3494	1076.5871	1418.3881	523.3083	3555.605	1461.8747	737.7437	2763.8397	2005.2329	1119.151	1285.0447	1073.99	1724.9417	1675.3618	527.6243
"SPG21"	3113.6631	3560.241	2309.7923	2456.8579	3239.8343	2265.5795	1864.9985	5735.8396	2963.0783	1743.5648	3252.215	2540.4777	2082.6792	9398.4563	1865.7861	2268.1077	2551.2821	2054.9441	3945.3039
"SPG7"	757.2469	1416.6667	1461.1276	693.0175	1353.5392	1527.9557	984.5796	1526.3158	1636.5658	1314.7159	844.6545	1052.69	2200.7326	1010.1302	1840.2216	1222.7574	1503.4965	1386.9486	1839.779
"SPHK1"	177.9545	1200.5522	66.2582	14.4638	101.363	1131.7065	253.4361	990.6967	304.0214	2145.8329	115.9894	25.7042	97.1847	747.8678	153.9753	1251.8029	468.1896	699.2564	1575.5304
"SPHK2"	409.4532	754.0763	601.3027	462.6309	518.863	253.3489	348.0012	1122.9073	445.2847	496.9063	566.0307	436.8593	272.113	543.7868	580.2216	843.3208	383.4577	586.2414	896.8564
"SPI1"	285.2818	10918.6647	315.4303	318.9526	321.5361	1189.2836	283.0957	829.0727	173.0427	1585.2356	421.7366	82.7919	298.4825	77.1828	515.5518	1080.3543	456.488	319.6118	4677.3481
"SPIN1"	765.4872	709.8394	1266.1721	1359.1022	2145.3313	1642.1083	1420.1338	289.7243	2263.3452	1381.253	812.7584	1558.6012	3248.561	1038.5914	1394.9723	1056.4879	2149.1841	1167.8655	468.5083
"SPIN2B"	137.2421	56.8876	107.9377	90.2145	73.8931	84.0507	59.5228	122.3058	92.5578	168.0427	115.9657	137.4063	195.056	141.5726	253.9412	108.1229	234.6542	78.4817	77.9779
"SPIN3"	134.6848	61.245	224.3323	411.9701	79.8193	130.7513	296.4795	58.1454	213.0783	182.1272	102.1855	220.5435	558.0324	141.8234	594.3758	172.6339	143.7451	163.9657	62.4309
