"Gene"	"TCGA_TCGA-D9-A148"	"TCGA_TCGA-DA-A3F2"	"TCGA_TCGA-EE-A2GS"	"TCGA_TCGA-EE-A3JI"	"TCGA_TCGA-ER-A2NF"	"TCGA_TCGA-ER-A2NG"	"TCGA_TCGA-FR-A3YN"	"TCGA_TCGA-FR-A3YO"	"TCGA_TCGA-FR-A69P"	"TCGA_TCGA-FR-A7U9"	"TCGA_TCGA-FR-A8YD"	"TCGA_TCGA-GN-A4U4"	"TCGA_TCGA-GN-A4U9"	"TCGA_TCGA-GN-A8LK"	"TCGA_TCGA-GN-A8LN"	"TCGA_TCGA-QB-AA9O"	"TCGA_TCGA-WE-A8K5"	"TCGA_TCGA-WE-AAA0"	"TCGA_TCGA-WE-AAA4"
"SPIN4"	76.1509	32.1285	172.4036	292.2693	110.6928	55.9115	137.911	18.0451	144.573	177.7562	88.0095	42.629	1532.1821	44.3801	183.2126	24.662	164.3357	92.9023	25.4144
"SPINK5"	5.967	4.0161	1.4837	0.9975	0.3765	167.4432	16.5842	0	0	0.4857	1.772	5.2846	55.6777	2.412	0.8522	111.3767	4.2735	45.7579	2.2099
"SPINT1"	1132.3186	910.6426	1074.184	1047.1322	943.9006	731.5084	1318.0099	6402.5063	62.2776	242.3507	792.6757	1932.0455	87.9121	613.1211	483.5961	1167.8646	24.087	955.7154	2627.0718
"SPINT2"	355.1815	1826.3052	108.9021	66.5835	298.5693	266.1619	98.6325	97.7444	71.1744	371.5396	690.4903	40.8675	121.4024	5.3063	120.5795	151.1541	124.7086	137.6202	512.1547
"SPIRE1"	1375.831	299.1968	879.2285	4337.4065	2299.6988	1513.9779	3183.8813	160.9023	799.8221	589.6066	853.5145	1642.45	274.202	810.4197	837.6651	1220.3708	1337.2183	2014.386	382.8729
"SPIRE2"	132.98	27.1084	44.5104	201.995	146.0843	148.5149	187.3727	355.3885	617.8826	14.5702	210.2776	123.3071	232.3391	184.274	236.046	502.7864	282.0513	341.4507	187.8453
"SPN"	1467.3258	3311.245	244.8071	35.6608	115.9639	746.9423	185.918	127.3183	42.7046	277.3191	119.9055	47.209	260.3872	8.6831	57.0942	212.4113	139.4716	174.0185	1090.6077
"SPNS1"	2337.8955	3829.2269	2050.632	986.8105	1353.6521	2056.5754	1082.3683	4192.3509	2826.895	1958.815	3564.2942	1691.5615	1316.7389	4086.6956	1829.2416	1769.9832	1349.6309	2860.5425	4204.2265
"SPNS2"	58.0679	656.7369	76.5312	19.3865	87.2967	65.4106	28.522	325.2281	124.1014	224.0651	164.5245	64.5953	80.4103	47.9595	64.5462	1049.2007	93.7374	515.7743	303.4475
"SPOCD1"	75.0143	111.4458	37.092	1.2469	22.2139	145.894	77.684	103.7594	15.5694	523.0695	31.896	4.9323	10.0471	20.2605	81.3805	280.0329	98.2906	42.9847	249.1713
"SPOCK1"	237.2612	775.1004	80.1187	359.601	15.4367	1194.8165	447.4833	48.6216	154.3594	445.3618	56.7041	23.2522	113.0298	128.7988	57.9463	91.488	1134.4211	100.5286	258.5635
"SPOCK2"	480.7737	8002.008	254.3027	260.0998	592.244	1893.4188	626.4184	195.4887	205.516	783.8757	1038.3934	267.4002	265.4108	605.4028	168.3	560.8614	404.4289	766.7909	2411.6022
"SPON1"	57.1132	1973.8956	246.5875	9.9751	12.4247	108.3285	18.9118	47.619	809.6085	787.2754	28.9427	17.9676	4.6049	31.8379	237.7503	615.7542	571.0956	13.1727	88.9503
"SPON2"	444.1189	9612.4498	229.3769	81.0474	2607.6807	194.2341	1198.4289	947.3684	419.9288	5190.8694	440.0473	74.6888	88.7493	178.0029	141.8833	3065.2469	1206.2937	18252.1882	897.7901
"SPOP"	1170.1099	545.1807	1276.5579	1030.4239	1038.0271	743.4479	2064.5912	155.8897	731.7616	821.7581	427.6432	1092.1482	1168.8121	504.1003	670.6434	368.3388	744.7552	1072.19	428.1768
"SPOPL"	144.3458	118.4739	287.2404	576.3092	231.1747	335.76	569.101	46.1153	320.7295	280.7188	75.0148	331.8721	423.2339	152.9185	399.2331	220.3668	275.4468	372.3026	131.4917
"SPP1"	4041.6813	3690.7631	18630.8605	15049.8753	9516.9428	1604.5428	1830.0844	4240.6015	12980.8719	6592.035	1450.0886	205.042	1196.4417	373.8543	8658.7133	7498.041	16390.0544	9046.1912	6350.2762
"SPPL2A"	606.65	420.6827	594.362	867.3317	629.5181	855.8532	670.0611	326.817	524.911	656.1438	460.1299	463.9869	344.5317	370.4776	346.3997	232.3	528.749	686.0213	767.4033
"SPPL2B"	720.3081	1331.3253	1200.5935	718.9526	1022.2139	504.9505	692.4644	1013.0326	697.5089	700.34	1858.8305	997.0257	1082.1559	810.4197	2356.6255	777.2505	1631.7016	797.2961	1631.4917
"SPPL3"	1443.7417	1544.1767	1807.4184	1032.419	1317.7711	1354.9796	1225.4873	1905.2632	1552.9359	925.6921	2171.8842	1268.6535	1522.9723	2289.4356	1652.7482	1716.7928	1242.4242	1694.4276	1732.0442
"SPR"	1783.5794	487.9518	578.3383	570.5736	1569.2771	1163.9487	1647.0759	3850.1253	447.0641	462.846	1747.1943	721.1701	120.5651	2041.4858	405.6242	1229.9174	676.7677	601.7853	1333.1492
"SPRED1"	1011.841	239.9598	3898.8131	7489.5262	1058.3584	1317.7053	1751.2365	378.9474	7403.0249	1777.5619	466.6273	4319.2702	1478.179	239.2668	3029.3992	876.694	2479.4095	1558.8873	932.5967
"SPRED2"	2050.96	578.3133	1423.1454	2334.6633	1065.8886	1814.502	2515.5659	2315.7895	2613.879	666.3429	1345.5405	2191.6949	1976.3475	770.8635	2001.2782	726.3354	1063.7141	1989.7738	997.2376
"SPRY1"	1023.491	276.1044	1451.9288	56.8579	1544.8042	1298.4857	1965.0858	1359.3985	3438.1673	508.9849	111.0455	2710.2892	3843.4328	133.6228	2540.2642	60.4617	200.8547	831.9612	225.9669
"SPRY2"	1209.322	202.8112	2993.7685	8158.3541	555.3464	668.0256	1724.469	1182.9574	3770.0178	1291.8893	721.205	4402.7667	10585.4526	534.4911	4980.8266	2533.0252	1543.512	2687.9279	382.3204
"SPRY4"	3339.2743	310.241	15648.368	12059.3516	709.3373	1649.0973	12210.3579	1467.1679	11829.1815	856.7266	2109.2735	25952.2608	14738.2522	866.8596	15441.8406	7237.8967	2575.3691	1949.2157	475.1381
"SPRYD3"	2231.6764	2374.498	843.9169	451.6209	2573.7952	1799.6506	1305.208	3027.0677	521.3523	1180.6702	2246.3083	1098.4898	313.1345	1205.4993	873.8816	1252.9883	1118.8811	1661.1491	2203.3149
"SPRYD4"	635.0645	245.9839	776.8546	127.9302	533.1325	487.7694	363.6893	1678.1955	311.8327	256.9208	558.7714	489.7052	214.338	239.7492	291.4359	712.0156	398.9899	660.7158	688.3978
"SPSB1"	2476.3254	1786.1446	1211.5727	1327.9302	1538.7801	2169.7729	2352.0512	2875.6892	647.242	2115.1044	2497.342	1645.2685	200.9419	1318.3792	374.0946	1812.2586	3126.2626	2827.9747	3147.5138
"SPSB2"	258.8563	220.8835	186.3501	99.0025	794.4277	170.9377	76.2293	367.9198	183.7189	127.2462	320.7324	149.0254	98.3778	367.5832	206.2207	290.3751	173.2712	101.5686	160.7735
"SPSB3"	632.2231	1236.9478	690.5045	399.5012	673.1928	451.0775	372.9997	484.2105	676.6014	813.9874	720.6143	731.7393	1114.809	1042.4506	1579.0371	1273.6725	699.3007	996.9668	719.8895
"SPTA1"	67.6266	1.004	218.9911	2.7431	3.3886	9.0274	187.0818	7.5188	34.2527	1.9427	2.9533	11.2738	2.5118	14.9542	0.4261	0	57.4981	7.2797	84.5304
"SPTAN1"	8549.6448	13025.1004	7045.4006	4496.2594	11013.9307	8965.9289	13519.0573	13041.1028	5985.7651	7872.7538	12005.9067	10483.2139	3970.696	12137.4819	5410.311	5621.343	7461.5385	10465.0316	19123.7569
"SPTB"	28.6987	33.1325	244.2136	45.8853	84.7139	8.7362	64.8822	4.5113	98.7544	11.6561	195.5109	51.4367	49.8168	85.8659	89.4759	99.4435	188.8112	10.7462	36.4641
"SPTBN1"	40357.4262	4742.9719	23844.8071	22333.4165	9039.1566	14131.6249	31749.7818	13222.5564	14292.7046	5538.611	12880.0945	39985.3088	4755.2067	16749.1558	14259.0541	12238.7122	8448.3294	14891.4117	13776.2431
"SPTBN2"	2270.6043	151.6064	62.3145	1877.5561	1527.1084	171.5201	44.5156	259.6491	181.4947	101.9913	577.6728	126.8301	629.618	1528.7024	1050.703	1432.7822	143.3566	1431.6665	580.663
"SPTBN4"	52.5669	45.1807	10.3858	57.1072	0.753	9.3186	47.4251	21.5539	13.79	4.3711	19.492	2.8184	30.5599	35.6971	4.2608	3.9777	2.331	10.7462	69.0608
"SPTBN5"	2.8415	16.0643	10.3858	18.9526	8.6596	11.3425	11.0562	5.0125	15.5694	318.4313	60.2481	9.16	19.6756	1.4472	28.9732	1.5911	52.8361	56.4035	13.2597
"SPTLC1"	661.2059	597.3896	730.2671	1036.1596	2128.3886	1842.4578	1462.3218	528.3208	1041.8149	1351.1413	768.4584	1487.7878	1275.5625	740.9551	854.2821	728.7221	978.6325	1343.2706	480.663
"SPTLC2"	2273.7299	643.5743	1100	1015.9601	3346.3855	1377.9849	1124.5272	617.5439	1719.306	731.423	1139.3975	2110.3123	729.2517	510.3714	841.9259	856.8053	830.6138	1069.0701	909.9448
"SPTLC3"	276.4733	39.1566	10.6825	5.2369	1.1295	5.5329	48.007	12.5313	12.9004	320.0583	9.4507	3.1708	25.5364	1.9296	5.539	3.9777	171.3287	74.1832	20.9945
"SPTY2D1"	593.5793	242.9719	684.9347	861.8903	564.8908	784.2167	530.5965	119.7995	460.6584	433.9728	263.674	483.265	433.0508	307.2841	873.5492	408.6253	331.5851	535.0481	201.6575
"SQLE"	721.1605	218.8755	1229.9703	28.6783	945.7831	1101.6308	517.8935	188.9724	1620.1068	599.8057	1568.8128	504.8543	1036.1068	1807.5253	826.5871	877.4896	137.5291	1162.6657	365.7459
"SQRDL"	336.9962	2200.8032	535.6083	86.5337	157.003	2699.767	709.3395	261.6541	182.8292	1379.3103	242.1737	76.8027	144.8456	141.3411	534.7252	1147.1804	436.2859	959.1819	1644.7514
"SQSTM1"	32727.1474	23584.8896	12012.3116	14808.3815	18957.2101	21729.9709	20575.9994	28884.8421	5914.4795	9985.9203	42271.1518	7855.8259	3399.9456	25115.5958	8750.1278	3811.3994	8778.244	22526.8013	22944.3923
"SRA1"	538.171	928.7149	719.2878	292.7681	637.0482	813.6284	423.3343	1315.7895	431.9395	1334.1428	1200.8269	409.3794	1188.0691	994.2113	744.3545	1178.2068	790.5983	718.6065	870.1657
"SRBD1"	535.6137	172.6908	411.8694	394.2643	570.0301	536.9831	610.4161	144.8622	391.9039	320.0583	215.003	570.7355	390.1622	217.0767	272.2625	197.2959	283.9938	423.6069	233.1492
"SRC"	3409.1741	3084.3373	2274.7774	1773.5661	2044.0512	1291.788	931.6264	2632.0802	3047.5979	491.0151	1980.508	1533.5875	2759.1837	1402.3155	1393.268	4202.8807	4074.5921	1947.8291	2429.8343
"SRCAP"	3580.7978	5361.4458	4882.1958	2551.3716	3064.759	3970.5882	2768.1117	4668.1704	5012.0107	2057.3094	4289.4271	3172.8668	2847.933	2945.972	3782.2752	1915.6799	2532.2455	2664.3557	4550.8287
"SRCIN1"	335.2913	26.1044	18.6944	276.808	36.1446	16.0163	406.4591	84.2105	7.1174	2.4284	421.1459	98.6456	282.5746	143.753	34.0861	19.8887	176.7677	3.4665	331.4917
"SRCRB4D"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SRD5A1"	446.108	240.9639	118.9911	205.4863	346.762	122.5976	175.4437	507.2682	278.9146	378.339	647.9622	426.6424	350.8111	292.8123	119.3012	394.5919	357.4204	311.6388	206.6298
"SRD5A3"	454.6039	443.7751	418.635	603.6783	720.6325	817.1112	726.4969	997.4937	367.8425	633.7591	614.2292	615.1261	395.1313	493.9363	247.0899	300.7172	474.7475	514.7517	973.4807
"SREBF1"	1152.7771	4196.7871	2053.1157	1862.3441	6545.1807	2482.2365	1212.1036	3129.3233	2300.7117	1301.6027	4516.2434	3372.9766	282.9932	1413.4105	1195.1427	3015.1273	5463.481	2750.6716	5988.3978
"SREBF2"	4178.6392	2644.5783	3198.2196	9131.1721	9163.7801	5955.1543	3736.689	3202.5063	5069.8399	1195.2404	34807.4424	5713.3446	1778.7546	5290.4004	4218.5769	2223.557	1794.4833	4490.8571	3372.3757
"SRF"	2075.9648	2009.0361	1801.1869	1463.3416	1693.5241	1305.7659	952.8659	2100.2506	866.9929	1770.2768	3673.3609	828.9757	3229.304	2110.4679	1880.6988	2267.3121	1592.0746	1184.8514	1559.6685
"SRFBP1"	151.4494	24.0964	314.8368	344.1397	352.7861	331.6832	202.5022	12.0301	282.0285	211.2676	94.5068	424.1763	304.7619	58.8519	439.2842	164.6785	213.2867	280.0936	17.6796
"SRGAP1"	2505.024	380.5221	2588.724	1693.7656	147.2139	914.6768	1141.4024	542.8571	2155.694	369.5969	992.912	1214.3984	792.4647	660.3956	965.0618	1096.2653	790.9868	538.3482	516.5746
"SRGAP2"	2952.8369	1701.8072	3107.4184	1099.2519	597.1386	2103.0868	5370.6721	2425.0627	3072.9537	1152.0155	4534.554	2665.8986	2753.3229	1228.6541	2509.5867	1452.6709	1217.9487	3059.1906	4301.6575
"SRGAP3"	301.1939	308.2329	59.9407	707.4813	64.3825	82.4112	171.6613	36.0902	56.4947	66.5372	138.8069	6.3415	70.7483	35.2147	23.4342	18.2976	36.9075	134.847	76.7956
"SRGN"	745.0287	3044.1767	886.6469	3051.3716	1392.6958	2057.3675	729.7061	702.7569	844.7509	2831.4716	246.3083	639.4352	949.4505	70.9117	1499.3609	1700.8819	632.4786	1749.1984	3596.6851
"SRI"	1573.8802	972.8916	1205.9347	1008.9776	982.3042	1571.6366	1971.1958	2941.3534	1701.5125	2197.1831	1974.6013	1237.2983	2731.9728	1223.8302	1405.6242	1919.6576	3008.9355	797.9894	1142.5414
"SRL"	5.1146	12.0482	7.1217	1.2469	4.5181	1.7472	1.4548	5.0125	6.6726	4.3711	5.316	3.8754	3.7677	1.4472	1.7043	0	1.1655	3.4665	3.3149
"SRM"	3267.9539	7037.1486	5474.7774	2177.5561	2410.7681	4851.7764	3802.444	8330.8271	2374.5552	5506.0709	6152.3922	2118.7676	2664.1549	7791.124	2302.9399	5740.6752	3740.4817	3239.7955	6688.3978
"SRP14"	3046.3206	2136.5462	5260.8309	3755.611	5301.9578	3331.9744	3798.6616	2978.9474	5522.242	5437.1054	1924.3946	4915.0194	4743.9037	3335.2629	4735.4069	6689.7641	5510.101	5024.0055	3493.9227
"SRP19"	337.2803	285.7129	751.6914	538.2918	429.0399	663.3343	454.4486	182.8571	424.2482	720.6168	409.7106	563.4463	1428.6677	359.7347	558.5343	873.5118	648.6908	979.558	188.1326
"SRP54"	1207.0488	792.1687	1118.6944	1130.9227	1101.6566	1681.4211	1421.5886	696.2406	1208.1851	1100.0486	986.4146	1147.108	1134.4846	1419.1992	749.4674	1398.5736	994.561	1035.445	756.3536
"SRP68"	3691.8985	2180.7229	3011.276	2488.5287	2167.9217	2466.2202	4273.4943	3564.9123	1787.3665	3256.9208	1979.3266	2227.6301	2038.3046	2491.5581	1284.6187	1158.3181	2188.0342	4018.0258	2458.011
"SRP72"	1538.6462	1273.0924	3013.0564	3462.3441	2086.5964	2386.721	2607.2156	741.8546	3894.1281	2352.1127	1088.0095	3048.8551	3146.8341	1611.6739	3019.5995	887.0361	2025.2525	1858.3933	1055.2486
"SRP9"	1531.5426	665.6627	4355.4896	2294.7631	2844.8795	1010.7746	3374.4545	700.2506	5081.4057	2368.1399	1035.44	3504.3866	9206.4887	1606.85	2919.8977	2374.7111	2927.3504	2902.5045	1521.547
"SRPK1"	1027.7532	327.3092	1911.8694	1320.1995	908.509	1152.8829	663.0783	369.4236	854.5374	887.3239	751.9197	564.0417	4650.1308	816.2084	1249.2544	1019.8927	852.7584	923.1303	507.1823
"SRPK2"	1020.9337	324.2972	1412.4629	1202.9925	983.0572	1083.2848	2340.9951	521.3033	1798.0427	860.1263	1369.1672	1035.427	2253.8985	885.1905	1326.3741	607.7988	1551.2821	641.9967	419.8895
"SRPK3"	2.2874	3.7149	18.4807	35.3666	8.8667	40.5795	31.801	51.8095	4.1859	621.4424	5.1742	24.7953	36.4207	10.2653	45.049	49.0694	45.7615	24.938	27.8564
"SRPR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SRPRB"	1150.2198	1288.1526	1919.2878	874.5636	1320.0301	1783.0518	1205.1207	2261.1529	1043.1495	1732.3944	1003.544	794.0975	937.7289	1232.9957	966.7661	1533.8168	1350.8159	1207.037	876.2431
"SRPX"	2484.2814	1553.2129	1971.5134	2246.6334	878.3886	4010.4834	2246.7268	5103.7594	555.605	8380.7674	2845.2451	788.8129	407.326	1775.6874	8641.6702	5324.6035	1504.2735	4121.3277	2058.5635
"SRPX2"	38.0755	219.8795	227.2997	29.6758	4.8946	101.922	5.5281	181.9549	116.1032	1597.3774	41.9374	17.6153	149.4505	13.9894	276.0971	12.7288	175.9907	22.1856	182.3204
"SRR"	164.4206	142.3494	256.7122	225.3865	264.5708	199.5719	200.7943	263.9549	171.944	197.7513	138.8187	203.1501	114.9806	178.3647	173.4853	163.3181	272.7778	124.3747	269.0497
"SRRD"	1723.6248	254.0161	367.3591	400.7481	572.2892	874.4904	696.2467	732.8321	996.4413	257.4065	548.7301	578.8386	270.0157	570.1881	324.6698	519.4929	466.2005	448.2191	549.7238
"SRRM1"	1865.1291	1173.6948	1664.095	2187.0324	1522.9669	1732.9645	3293.279	1339.3484	1669.9288	1698.883	1482.5753	2328.0373	2533.124	1474.192	1158.9263	608.5943	1892.3854	2096.5422	982.3204
"SRRM2"	8057.2212	13577.3092	10939.1691	8665.586	7166.4157	10280.7222	10204.8298	14639.599	18193.5053	7368.6255	16073.2428	15042.7567	11271.5856	10680.1737	11872.1772	4082.7529	10203.9627	10577.693	11683.4254
"SRRT"	1761.4161	2285.1406	2648.368	1774.813	1343.75	2007.5713	2397.7306	4294.7368	2267.3488	3463.8174	3385.7058	2109.96	5558.5557	4664.7371	2599.4887	2438.355	2994.561	1878.499	3864.0884
"SRSF1"	2368.3502	1500	4946.2908	3682.793	2683.7349	3462.4345	3352.3422	1546.8672	5701.5125	5749.8786	2600.7088	4472.1709	7194.5578	3506.0299	5060.9288	3957.0563	4622.7661	4506.803	3116.0221
"SRSF10"	841.9222	377.51	1680.7122	1794.7631	874.247	1337.5073	1638.0564	390.9774	2133.452	1531.3259	722.977	2256.5192	2855.4683	1023.1548	1179.3779	916.4714	1588.1896	1678.8283	577.3481
"SRSF11"	808.3931	376.506	1885.1632	4420.9476	1119.7289	939.7204	3430.3171	217.0426	2569.395	2029.626	561.7247	4063.4961	4687.8074	553.7868	4779.2927	935.5646	2585.0816	3159.0259	343.0939
"SRSF12"	90.3582	3.012	134.7181	0.9975	4.8946	60.862	2.3276	3.0075	80.516	3.8854	1.772	25.7183	101.7268	44.3801	69.0243	33.413	16.7055	6.5864	5.5249
"SRSF2"	1786.5885	2072.8514	3547.0148	2620.9601	1733.1664	3078.6721	2398.874	2506.1754	4407.113	5479.9757	2820.3603	3664.6753	5669.7645	2942.3637	4511.9088	2383.3587	5116.3675	5235.133	2381.011
"SRSF3"	2842.0202	1659.6386	6570.0297	4827.182	3224.3976	3614.1526	3031.7137	2082.2055	5693.9502	6331.2288	3031.896	4332.6578	10410.4657	2689.3391	4657.435	4365.968	7325.5633	4846.5205	2685.0829
"SRSF4"	1675.0359	2796.1847	2242.1365	2380.5486	1981.5512	3390.2155	2695.9558	3399.4987	1487.5445	2961.6319	1718.8423	2028.9296	2881.4233	4545.5861	1456.7533	1575.9808	2153.4577	2942.3694	2830.3867
"SRSF5"	1798.9232	2700.8032	3329.9703	2989.5262	2589.6084	2673.5585	1941.5188	1735.8396	3722.8648	2674.1136	2335.4991	4779.734	3633.6996	2641.0999	2988.922	3725.5518	4080.8081	4413.2074	1107.1823
"SRSF6"	2220.8788	1165.6627	3402.6706	3641.8953	1722.1386	2580.0815	3043.9337	967.4185	6729.0925	2533.2686	1746.6037	3351.8382	5082.1559	1951.2783	4714.5292	2494.8389	5740.8702	3132.3338	1240.884
"SRSF7"	1322.98	743.9759	2845.6973	2582.5436	922.4398	1842.1666	1812.6273	1234.0852	2956.4057	2832.4429	1119.3148	2216.3563	3202.5118	1425.9527	1980.8266	1317.4277	3409.8679	2209.2036	1337.0166
"SRSF8"	2278.8445	477.9116	2014.8368	2086.2843	1299.3223	550.3786	1037.2418	1190.9774	2336.2989	770.7625	1113.9988	2259.69	930.1936	1483.3575	2346.3997	1120.1317	1315.0738	748.7651	500
"SRSF9"	2282.8225	2092.3695	3234.7181	1302.4938	1616.7169	2635.7018	1614.1984	4526.3158	3201.5125	3139.8737	2655.6409	2049.011	3453.2705	4044.3801	2276.5232	2807.4893	2510.101	2071.93	2635.9116
"SRXN1"	1001.3277	640.5622	144.8071	1507.7307	273.7199	1060.2796	1738.7256	2303.7594	366.548	955.3181	854.6958	374.1489	837.6766	821.5147	2296.1227	788.3882	492.23	1044.4579	593.9227
"SS18"	740.4824	719.8795	1202.6706	849.8753	1672.8163	1610.3669	2299.68	345.3634	1312.2776	1745.5075	689.3089	1191.4985	1651.91	815.726	1379.6336	1272.0814	1919.5804	2036.5716	806.0773
"SS18L1"	933.1328	59.2369	159.9407	599.7506	357.3042	1449.039	949.9564	359.3985	1433.7189	237.9796	248.671	465.0438	1507.0644	2120.1158	435.4495	292.7617	508.547	650.663	78.453
"SS18L2"	184.1261	262.0482	171.8101	322.9426	230.0452	167.7344	235.0887	380.4511	181.4947	305.9738	199.0549	269.1617	342.4385	307.2841	367.2774	475.7378	287.8788	279.4003	257.4586
"SSB"	652.4144	380.4618	2589.1751	2662.1197	1501.6378	1648.2411	1661.8883	450.9373	2864.3461	3324.3856	497.5901	2655.9213	4380.5547	1284.2885	2014.6485	3688.5031	2332.1173	2098.0224	265.5138
"SSBP1"	1299.9643	711.8474	1094.9555	593.2668	1153.6145	1096.9715	1261.8563	2533.8346	1033.8078	2188.441	2277.6137	901.5508	3710.3087	1999.5176	1367.7035	2439.9461	2728.4382	994.5403	1124.3094
"SSBP2"	104.2813	156.6265	473.5905	765.586	322.6657	41.9336	192.0279	15.0376	248.2206	497.8145	417.0112	484.0683	1281.0047	33.2851	402.2156	291.9662	299.5338	413.554	55.8011
"SSBP3"	255.1624	896.5863	1172.4036	699.0025	724.3976	201.8055	387.5473	717.7945	316.726	382.7101	665.6822	626.3999	1648.1423	466.9561	678.3127	159.1096	329.0598	796.6028	438.674
"SSBP4"	609.7756	2186.747	1440.0593	1084.2893	679.5934	554.1642	532.4411	1091.7293	1447.9537	1113.6474	1958.6533	886.4016	2222.0827	1778.0994	1466.553	2817.8314	1513.209	1425.4268	1824.8619
"SSC5D"	44.8949	3414.6586	118.6944	13.9651	5.6476	110.3669	270.0029	142.8571	469.7509	718.7955	97.4601	39.4583	329.0424	12.0598	248.4022	305.4905	311.9658	54.7708	1237.0166
"SSFA2"	1886.44	296.1847	8912.7596	9036.409	2258.2831	1812.1724	3804.7716	399.4987	4353.6477	1079.1646	767.277	4668.4053	14832.4437	750.603	4264.167	1221.1664	2587.8011	1725.9728	662.9834
"SSH1"	2248.1568	1672.6908	971.5134	1741.3965	1414.1566	3716.3658	2089.0311	3898.2456	2236.6548	1119.9611	2411.1045	1423.6681	1424.5945	3237.3372	1140.605	1517.9058	1538.073	1319.6984	1618.7845
"SSH2"	1109.3028	611.4458	736.4985	831.4214	1343.3735	350.0291	1275.8219	170.9273	849.1993	485.187	703.4849	894.5046	299.7384	343.4636	543.2467	471.76	785.1593	1146.3732	702.2099
"SSH3"	538.7393	936.747	414.8368	855.611	810.6175	215.7833	226.6511	610.5263	177.9359	345.7989	935.6172	583.7709	199.686	732.2721	864.0818	748.6108	447.9409	334.1711	839.779
"SSNA1"	538.171	2084.3373	671.8101	469.3267	1754.8946	837.5073	716.0314	2380.9524	512.0107	1728.0233	1994.684	954.0443	507.3783	2245.5379	686.4082	1755.7747	1825.9518	1186.5846	1441.989
"SSPN"	878.0087	331.3253	196.7359	25.9352	300.8283	60.5708	450.6837	8.0201	321.1744	580.8645	54.3414	29.5937	48.1423	71.3941	316.5744	119.3322	194.6387	423.6069	21.547
"SSPO"	0.2841	7.0281	4.451	3.4913	2.259	0	0.291	0.5013	2.2242	2.4284	9.4507	5.9892	29.304	0	2.9825	0.7955	33.0225	0.6933	0.5525
"SSR1"	5237.3642	3745.9839	6428.1899	24496.01	3800.4518	3350.6115	4040.4422	2680.7018	5997.7758	3446.3332	3305.3751	4342.8747	6000.2093	3585.6247	3939.0712	3500.4117	4862.8594	5293.353	3349.1713
"SSR2"	4510.2367	11719.8795	8986.6469	2717.207	5039.5331	2181.4211	4982.8339	12581.4536	7549.8221	5704.711	14158.8895	6784.7068	19499.7384	4332.8509	7469.9617	3991.2649	7790.9868	4577.8664	7252.4862
"SSR3"	4204.2123	2512.0482	2135.0148	2876.3092	2951.8072	3569.0157	2861.7981	3292.7318	3215.7473	4693.5406	1857.0585	2385.1108	1862.899	1507.4771	2311.0354	2411.3063	2601.0101	2061.8771	1022.0994
"SSR4"	2194.7375	18553.2129	4381.0089	2580.5486	5630.6476	1411.4735	2873.1452	10326.3158	1611.6548	4132.103	5932.0732	2506.6564	3000.314	3908.3454	2739.6677	5215.6134	3106.8376	2757.9513	8519.337
"SSRP1"	4438.348	3518.0723	6661.7211	3935.6608	2957.4548	3231.5084	2130.6372	5015.0376	5837.6335	8019.4269	6164.7962	4833.9891	7457.8755	4598.6493	6517.2561	3409.7192	4687.6457	3387.8152	4096.6851
"SSSCA1"	425.0812	810.241	587.8338	379.3017	1153.6145	210.8328	102.4149	622.5564	161.9217	904.3225	871.8252	325.1783	258.7127	829.7154	600.7669	417.6628	296.0373	360.5165	695.0276
"SSTR2"	15.628	30.1205	28.7834	2.4938	3.3886	32.0326	29.968	39.599	15.5694	17.4842	2.9533	1.7615	16.7452	16.8837	11.078	8.751	16.7055	8.6663	56.3536
"SSU72"	4997.8298	3984.9398	2937.9822	2982.5436	8127.6355	6741.9918	3681.6992	6558.396	2509.7865	4662.4575	5906.0839	4437.2926	3260.2826	20915.5813	3330.2088	3412.9014	2878.7879	2326.3714	5622.6519
"SSX2IP"	561.7551	18.0723	411.5727	749.8753	164.9096	270.53	1906.8955	50.6266	271.7972	1029.1404	99.8228	809.5989	367.5563	147.1298	929.2714	431.1871	486.791	938.7295	59.6685
"ST13"	15235.8654	3186.747	6562.0178	5882.5436	13632.1536	5399.2429	6673.5525	3166.416	7533.8078	3236.0369	15922.0319	6169.5807	4630.4553	4820.5499	10000	5133.672	5941.7249	4611.8381	2718.7845
"ST14"	43.7584	3913.6546	58.1602	19.7007	60.6175	313.6284	21.8214	299.7494	85.4093	738.7081	724.1583	8.8076	97.9592	12.0598	73.7111	259.3487	56.7211	101.2219	481.768
"ST20"	125.4416	28.002	46.7715	62.9426	144.1378	78.9983	52.2781	173.1278	139.395	103.6717	457.2947	74.6113	162.7169	102.6339	88.5428	184.2251	246.2393	121.7956	91.7901
"ST3GAL1"	1332.0727	2474.8996	3828.7834	1389.5262	8887.8012	2808.6779	1259.2377	1105.2632	1826.0676	467.7028	1963.9693	6550.071	654.3171	729.3777	1645.0788	3473.3631	1759.9068	1823.7282	1367.9558
"ST3GAL2"	612.9012	2436.747	1651.632	925.6858	628.7651	1599.5923	1109.3977	1936.8421	1653.9146	966.9743	1483.7566	1418.3835	2175.6149	1425.4703	1505.752	828.1656	1070.3186	1086.7493	2129.2818
